original_title,id,original_language,popularity,release_date,vote_average,vote_count,genre,overview,revenue,runtime,tagline,summary_length,Unnamed: 15,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
Batman: Gotham by Gaslight,471474,en,16.664,2018-01-12,6.7,505,"['Thriller', 'Action', 'Animation', 'Science Fiction']",alternative victorian begin war crime investigates new series murder,3469151,78.0,"As the Ripper stalks Gotham City, the Dark Knight reveals the face of terror.",141,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Beverly Hills Cop III,306,en,20.151,1994-05-24,5.9,1292,"['Action', 'Comedy', 'Crime']",back sunny southern trail two murderer team cop discover amusement park used front massive counterfeiting ring run gang shot bos,119208989,105.0,In for the ride of his life!,280,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cellular,9759,en,17.353,2004-09-06,6.4,1450,"['Action', 'Thriller']",young man receives emergency phone call cell phone older woman claim kidnapped kidnapper targeted husband child next,56422687,94.0,If the signal dies so does she.,180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Miłość do kwadratu,787298,pl,18.469,2021-02-11,6.2,216,"['Comedy', 'Romance']",celebrity journalist renowned womanizer start rethink life choice fall mysterious model lead double life,0,102.0,,143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
48 Hrs.,150,en,20.401,1982-12-07,6.7,1050,"['Thriller', 'Action', 'Comedy', 'Crime', 'Drama']",hard nosed cop reluctantly team wise cracking criminal temporarily paroled order track killer,78868508,96.0,One Cop. One Con. No Mercy.,128,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
After the Ball,309924,en,14.656,2015-02-27,6.4,228,['Comedy'],retail fairy tale set world fashion dream design couturier house although bright new talent get job one trust daughter retail guru market clothes inspired designer want work want spy among sequin stiletto join family business must navigate around duplicitous stepmother two wicked stepsister help prince guy shoe department godmother vintage clothes shocking switch identity expose evil trio save father company prof everyone wear fabulous dress,234417,101.0,Fairytales are always in fashion,725,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Secret Life of Pets,328111,en,22.223,2016-06-18,6.2,6931,"['Adventure', 'Comedy', 'Animation', 'Family']",quiet life terrier named upended owner take stray instantly dislike,875457937,87.0,Think this is what they do all day?,115,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fire with Fire,139567,en,12.903,2012-08-31,5.7,537,"['Action', 'Crime', 'Drama', 'Thriller']",fireman take unexpected course action man ordered testify held local convenience store threatens,4636169,97.0,Revenge has its own set of rules.,163,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Flashback,809065,fr,27.054,2021-11-11,0.0,0,['Comedy'],woman lawyer travel back time cross path woman history fought woman right,0,0.0,,112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Manor,767499,en,14.71,2021-10-08,5.6,83,['Horror'],suffering stroke move historic nursing home begin suspect something supernatural preying resident one willing believe must either escape confines manor fall victim evil dwells within,0,81.0,Enjoy your stay.,287,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Last Stand,76640,en,17.352,2013-01-12,6.0,2228,"['Action', 'Crime', 'Thriller']",sheriff quiet border town leaving following bungled operation following escape notorious drug baron gang hostage heading toward police preparing make last stand intercept cross border reluctant become involved ultimately join law enforcement effort,0,107.0,Not in his town. Not on his watch.,440,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
악마를 보았다,49797,ko,24.651,2010-08-12,7.8,1682,"['Thriller', 'Horror']",dangerous psychopath kill pleasure ha committed infernal serial murder diabolic way one cannot even imagine victim range young woman even child police chased long time unable catch one day daughter retired police chief becomes prey found dead horrific state fiance top secret agent decides track murderer promise everything power take bloody vengeance killer even mean must become monster get monstrous inhumane killer,0,142.0,Abandon all compassion.,676,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"My Teacher, My Obsession",530442,en,16.982,2018-06-12,4.9,69,"['Drama', 'Thriller', 'TV Movie']",struggling make friend transferring new high school father english teacher meet quickly becomes close friend however friendship take strange turn learns obsessed dad successfully seduce start twisted new life removing everyone path able save father treacherous plot late,0,105.0,An innocent crush turned deadly,479,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
Bicentennial Man,2277,en,21.048,1999-12-17,7.2,2863,"['Science Fiction', 'Comedy', 'Drama']",buy gift new robot product named youngest family child bicentennial follows life time robot purchased household appliance programmed perform menial task begin experience emotion creative thought family soon discovers ordinary robot,0,131.0,One robot's 200 year journey to become an ordinary man.,384,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Fractured,568091,en,17.17,2019-09-22,6.7,1661,['Thriller'],driving cross country wife daughter stop highway rest area daughter fall break arm frantic rush hospital clash check nurse finally able get doctor wife daughter go downstairs exhausted pass chair lobby upon waking record knowledge family ever checked,0,99.0,,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Miami Vice,82,en,19.649,2006-07-27,5.9,1280,"['Action', 'Crime', 'Thriller']",case involving drug lord murder take personal turn undercover detective get involved romantically chinese cuban wife trafficker arm drug deal assault love,163794509,132.0,No Law. No Rules. No Order.,300,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Spree,653598,en,23.185,2020-08-14,6.5,135,"['Horror', 'Comedy', 'Crime', 'Thriller']",rideshare driver thirsty follower ha figured deadly plan go viral disturbing livestream absurdly embraced social medium hellscape comedian emerges hope stop,43840,93.0,,227,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
L'Amant,10995,fr,15.895,1992-01-22,6.9,420,"['Drama', 'Romance']",poor french teenage girl engages illicit affair wealthy chinese heir first time young life ha control wields deftly besotted lover throughout series clandestine meeting torrid encounter,5013090,115.0,"She gave her innocence, her passion, her body. The one thing she couldn't give was her love.",270,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Amateur Night,376581,en,17.903,2016-08-12,5.5,147,['Comedy'],insecure expectant father unable find work field accepts job driving hooker around long crazy evening prof hero fact task fatherhood,0,89.0,Every job has pros and cons,221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Next Friday,10471,en,15.896,2000-01-12,6.4,407,['Comedy'],streetwise man flees heading suburb lottery winner uncle cousin avoid neighborhood thug grudge ha escaped prison,59827328,98.0,The suburbs make the hood look good.,190,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Universal Soldier: Day of Reckoning,122857,en,19.899,2012-10-04,5.5,309,"['Action', 'Science Fiction', 'Thriller']",wife daughter murdered home invasion widower named find army relentless pursuit led mysterious leader promise set free conditioning,1402307,114.0,Under their own command,248,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Wall Street: Money Never Sleeps,33909,en,15.646,2010-09-02,6.1,1172,"['Drama', 'Crime']",global economy teeter brink disaster young trader partner disgraced former corporate raider two tiered mission alert financial community coming doom find wa responsible death young trader mentor,134748021,133.0,Gordon never gives up.,313,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Invisible,473637,es,14.093,2017-03-21,5.9,23,['Drama'],year old school work hour pet shop learns pregnant inner world explodes even though try go daily routine nothing wa different afraid upset know whatever decides turning back,0,87.0,,314,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Monsters,43933,en,16.146,2010-06-18,6.2,1198,"['Drama', 'Thriller', 'Science Fiction']",six year ago discovered possibility alien life within solar system probe wa launched collect sample crashed upon entry new life form began appear half wa quarantined infected zone still struggle contain creature journalist agrees escort shaken tourist infected zone safety border,5639730,94.0,"After Six Years, They're No Longer Aliens. They're Residents",479,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
Ginger Snaps,9871,en,17.143,2000-08-01,6.8,588,['Horror'],story two outcast sister mindless suburban town night first period savagely attacked wild creature wound miraculously heal something quite right must save sister save,0,108.0,Hungry like the Wolf.,305,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Adjustment Bureau,38050,en,21.144,2011-03-03,6.7,3594,"['Science Fiction', 'Thriller', 'Romance']",man glimpse future ha planned chooses fight destiny battling powerful across street risk destined greatness woman ever loved,127869379,106.0,Fight for your fate.,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
To Kill a Mockingbird,595,en,19.89,1962-12-20,8.1,1942,"['Crime', 'Drama']",older brother live sleepy spending much time friend spying reclusive mysterious neighbor widowed father respected lawyer defends black man named fabricated rape charge trial tangent event expose child evil racism stereotyping,13129846,129.0,The rare film story of a father who must expose his children to a small town's outraged passions… and can only protect them with his love.,409,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Queen Bees,553592,en,14.062,2021-06-11,6.2,10,"['Romance', 'Comedy']",independent widow move discovers like high school full clique flirtatious suitor initially avoids lead exactly ha missing new friendship chance love newcomer,0,101.0,A comedy about the young at heart.,296,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
리벤져,557968,ko,16.665,2018-12-06,5.3,92,['Action'],hell bent avenging murder family former detective infiltrates remote island serf prison vicious death row criminal,0,102.0,,151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Police Academy 4: Citizens on Patrol,10587,en,19.139,1987-04-02,5.5,842,"['Comedy', 'Crime']",new batch recruit arrives time group civilian volunteer joined new program although community relation project ha strong governmental support disgusted determined see fail,76800000,88.0,"On land, on sea, or in the air, no place is safe from them!",291,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A History of Violence,59,en,16.141,2005-09-23,7.2,2338,"['Drama', 'Thriller', 'Crime']",average family thrust spotlight father commits seemingly self defense murder diner,60740827,96.0,Tom Stall had the perfect life … until he became a hero.,117,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Quo Vadis,11620,en,13.639,1951-11-08,7.1,268,"['Drama', 'History', 'Romance']",back drop crisis return city battle field fall love christian woman grip insanity atrocity become extreme burn laying blame race save wrath empire collapse around,21037000,171.0,THIS IS THE BIG ONE! The splendor and savagery of the world's wickedest empire! Three hours of spectacle you'll remember for a lifetime!,382,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
Perdida,513223,es,14.401,2018-04-19,6.3,206,"['Drama', 'Mystery', 'Crime']",policewoman whose childhood friend disappeared year ago start new search find answer soon find life danger,0,103.0,Never stop searching,147,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Avatar Spirits,278698,en,14.941,2010-06-22,8.8,10,['Documentary'],co creator hit television series last reflect creation masterful series,0,32.0,"In 2002, two friends set out to create a groundbreaking animated epic. This is their story.",163,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Young Messiah,318850,en,17.686,2016-03-10,6.3,93,"['Drama', 'History']",tell story age seven family depart return home childhood perspective follows young grows religious identity,6490401,120.0,"Before he was the savior, he was a child.",207,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Under the Sea: A Descendants Story,551298,en,26.949,2018-09-28,7.8,63,"['Music', 'TV Movie', 'Fantasy']",emerges shadow mystical forest onto dark coastline cross path,0,10.0,,107,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Epic Movie,9760,en,18.339,2007-01-25,3.9,1141,"['Comedy', 'Action', 'Adventure']",follow path end finding factory wardrobe discover world ruled character newly reunited family must team wise horny lion stop white bitch army,86865564,86.0,We know it's big. We measured.,400,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Whole Nine Yards,2069,en,19.088,2000-02-18,6.5,1369,"['Comedy', 'Crime']",mobster agrees cooperate investigation order stay prison relocated authority life suburban anonymity part witness protection program long couple new neighbour figure true identity come knocking see one hit suburban style,106371651,98.0,"In the heart of suburbia, a hit man with heart has just moved in.",353,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Possession,77883,en,20.34,2012-08-30,6.0,1261,"['Horror', 'Thriller']",young girl buy antique box yard sale unaware inside collectible life malicious ancient spirit girl father team ex wife find way end curse upon child,85446075,92.0,Fear The Demon That Doesn't Fear God,208,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Tinker Tailor Soldier Spy,49517,en,17.14,2011-09-16,6.6,1985,"['Drama', 'Thriller', 'Mystery']",bleak day espionage veteran forced semi retirement uncover soviet mole within former colleague heart,80630608,127.0,How do you find an enemy who is hidden right before your eyes?,172,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
A Hidden Life,403300,en,18.161,2019-12-11,7.1,448,"['Drama', 'War', 'History']",austrian farmer face threat execution refusing fight,4612788,174.0,Based on True Events,121,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
Bring It On: Worldwide #Cheersmack,467248,en,17.896,2017-08-29,6.0,179,"['Comedy', 'Romance']",captain three time national champion challenged global cheer showdown edgy new team called organizes virtual battle squad around world seems like whole world want take team might succeed unless rise challenge set ego aside figure real friend,0,95.0,,433,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Uninvited,14254,en,17.138,2009-01-30,6.5,1152,['Horror'],return home spending time psychiatric facility following mother tragic death discovers mother former nurse ha moved house become engaged father soon learns shocking news visited mother ghost warns ha evil intention,41624046,87.0,Can you believe what you see?,342,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Smokin' Aces,7516,en,16.136,2006-12-09,6.5,1236,"['Action', 'Comedy', 'Crime', 'Thriller']",performer turned snitch named decides turn state evidence testify mob seems whole lot people would like make sure longer breathing,57103895,109.0,Nobody gets away clean.,207,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Christmas Prince: The Royal Baby,587693,en,17.659,2019-12-05,6.4,402,"['Romance', 'Family']",brings ultimate gift aldovia royal baby first must help family kingdom finding missing peace treaty,0,84.0,Baby Makes 3,151,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"Crouching Tiger, Hidden Dragon: Sword of Destiny",263341,en,14.841,2016-02-18,6.0,485,"['Action', 'Adventure', 'Drama']",story lost love young love legendary sword one last opportunity redemption,0,103.0,The past returns with a vengeance.,91,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
羅生門,548,ja,17.333,1950-08-26,8.2,1485,"['Crime', 'Drama', 'Mystery']",brimming action incisively examining nature truth rashomon perhaps finest film ever investigate philosophy justice ingenious use camera flashback reveals complexity human nature four people recount different version story man murder rape wife,96568,88.0,"The husband, the wife… or the bandit?",353,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
What's Your Number?,63492,en,20.085,2011-09-30,6.5,1859,"['Comedy', 'Romance']",ally realizing little lost life latest romance ha fizzled fired marketing job read eye opening magazine article warns percent woman lover unlikely find husband determined turn life around prove article wrong embarks mission find perfect mate among numerous ex boyfriend,30426096,106.0,Ally's looking for the best ex of her life.,449,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
